course type	course code	time	total	open	waitlist
in person	ENFP464	('W', '1:00pm', '1:50pm')	15	12	0
in person	ENFP601	('MW', '4:30pm', '5:45pm')	15	10	0
in person	ENFP611	('MW', '4:30pm', '5:45pm')	15	12	0
in person	ENFP621	('TuTh', '9:30am', '10:45am')	10	0	2
in person	ENFP626	('TuTh', '3:30pm', '4:45pm')	20	16	0
in person	ENFP627	('TuTh', '12:30pm', '1:45pm')	8	4	0
in person	ENFP651	('TuTh', '11:00am', '12:15pm')	5	2	0
in person	ENFP653	('TuTh', '2:00pm', '3:15pm')	11	2	0
in person	ENFP664	('W', '1:00pm', '1:50pm')	15	12	0
in person	ENGL120	('F', '10:00am', '10:50am')	21	12	0
in person	ENGL120	('F', '11:00am', '11:50am')	21	8	0
in person	ENGL120	('F', '11:00am', '11:50am')	21	15	0
in person	ENGL120	('F', '12:00pm', '12:50pm')	21	16	0
in person	ENGL130	('F', '11:00am', '11:50am')	21	13	0
in person	ENGL130	('F', '12:00pm', '12:50pm')	21	19	0
in person	ENGL130	('F', '12:00pm', '12:50pm')	21	20	0
in person	ENGL130	('F', '1:00pm', '1:50pm')	21	20	0
in person	ENGL140	('F', '10:00am', '10:50am')	21	11	0
in person	ENGL140	('F', '11:00am', '11:50am')	21	11	0
in person	ENGL140	('F', '12:00pm', '12:50pm')	21	8	0
in person	ENGL140	('F', '1:00pm', '1:50pm')	21	9	0
in person	ENGL143	('F', '2:00pm', '2:50pm')	48	23	0
in person	ENGL201	('MWF', '12:00pm', '12:50pm')	30	18	0
in person	ENGL222	('TuTh', '9:30am', '10:45am')	30	24	0
in person	ENGL233	('TuTh', '11:00am', '12:15pm')	30	0	1
in person	ENGL234	('MWF', '12:00pm', '12:50pm')	30	0	1
in person	ENGL235	('MW', '5:00pm', '6:15pm')	30	5	0
in person	ENGL243	('TuTh', '2:00pm', '3:15pm')	30	6	0
in person	ENGL245	('F', '11:00am', '11:50am')	22	2	0
in person	ENGL245	('F', '12:00pm', '12:50pm')	22	0	0
in person	ENGL245	('F', '12:00pm', '12:50pm')	22	1	0
in person	ENGL245	('F', '1:00pm', '1:50pm')	22	5	0
in person	ENGL250	('TuTh', '12:30pm', '1:45pm')	30	3	0
in person	ENGL255	('TuTh', '12:30pm', '1:45pm')	30	13	0
in person	ENGL256	('MWF', '12:00pm', '12:50pm')	30	0	0
in person	ENGL257	('MW', '3:30pm', '4:45pm')	30	1	0
in person	ENGL265	('TuTh', '12:30pm', '1:45pm')	30	0	1
in person	ENGL265	('TuTh', '2:00pm', '3:15pm')	30	5	0
in person	ENGL271	('TuTh', '11:00am', '12:15pm')	13	1	0
in person	ENGL271	('TuTh', '11:00am', '12:15pm')	4	3	0
in person	ENGL271	('MW', '2:00pm', '3:15pm')	18	5	0
in person	ENGL271	('TuTh', '8:00am', '9:15am')	18	11	0
in person	ENGL271	('TuTh', '6:00pm', '7:15pm')	18	3	0
in person	ENGL272	('TuTh', '9:30am', '10:45am')	18	2	0
in person	ENGL272	('MW', '2:00pm', '3:15pm')	18	3	0
in person	ENGL272	('TuTh', '8:00am', '9:15am')	18	12	0
in person	ENGL272	('TuTh', '9:30am', '10:45am')	18	5	0
in person	ENGL273	('MWF', '11:00am', '11:50am')	18	9	0
in person	ENGL273	('TuTh', '9:30am', '10:45am')	18	11	0
in person	ENGL275	('TuTh', '3:30pm', '4:45pm')	13	0	0
in person	ENGL275	('TuTh', '3:30pm', '4:45pm')	5	2	0
in person	ENGL275	('MWF', '10:00am', '10:50am')	18	1	0
in person	ENGL280	('MWF', '1:00pm', '1:50pm')	30	18	0
in person	ENGL282	('MWF', '1:00pm', '1:50pm')	30	9	0
in person	ENGL289C	('MWF', '12:00pm', '12:50pm')	20	0	1
in person	ENGL290	('TuTh', '5:00pm', '6:15pm')	18	5	0
in person	ENGL291	('MW', '5:00pm', '6:15pm')	18	13	0
in person	ENGL293	('MW', '2:00pm', '3:15pm')	19	5	0
in person	ENGL293	('MW', '6:00pm', '7:15pm')	20	10	0
in person	ENGL296	('MWF', '11:00am', '11:50am')	20	0	0
in person	ENGL297	('MW', '2:00pm', '3:15pm')	22	5	0
in person	ENGL297	('TuTh', '2:00pm', '3:15pm')	22	1	0
in person	ENGL301	('TuTh', '11:00am', '12:15pm')	15	0	0
in person	ENGL301	('TuTh', '12:30pm', '1:45pm')	15	2	0
in person	ENGL301	('TuTh', '2:00pm', '3:15pm')	15	10	0
in person	ENGL301	('MW', '2:00pm', '3:15pm')	15	4	0
in person	ENGL310	('TuTh', '9:30am', '10:45am')	25	0	0
in person	ENGL312	('MWF', '12:00pm', '12:50pm')	25	0	4
in person	ENGL313	('MW', '3:30pm', '4:45pm')	25	0	3
in person	ENGL317	('MW', '2:00pm', '3:15pm')	25	0	0
in person	ENGL329L	('TuTh', '12:30pm', '1:45pm')	30	0	10
in person	ENGL329P	('TuTh', '12:30pm', '1:45pm')	30	0	8
in person	ENGL346	('TuTh', '3:30pm', '4:45pm')	25	0	1
in person	ENGL352	('M', '3:30pm', '6:00pm')	15	0	2
in person	ENGL352	('W', '3:30pm', '6:00pm')	15	0	1
in person	ENGL353	('Tu', '3:30pm', '6:00pm')	15	0	0
in person	ENGL360	('TuTh', '2:00pm', '3:15pm')	25	16	0
in person	ENGL368B	('TuTh', '12:30pm', '1:45pm')	25	12	0
in person	ENGL368D	('TuTh', '3:30pm', '4:45pm')	25	19	0
in person	ENGL368J	('TuTh', '11:00am', '12:15pm')	25	16	0
in person	ENGL373	('M', '3:30pm', '5:30pm')	20	0	0
in person	ENGL376	('TuTh', '11:00am', '12:15pm')	25	0	7
in person	ENGL378L	('TuTh', '12:30pm', '1:45pm')	25	12	0
in person	ENGL378M	('F', '12:00pm', '12:50pm')	15	5	0
in person	ENGL378Z	('MW', '2:00pm', '3:15pm')	25	12	0
in person	ENGL381	('Tu', '3:30pm', '6:00pm')	15	5	0
in person	ENGL385	('TuTh', '3:30pm', '4:45pm')	25	7	0
in person	ENGL388V	('W', '3:30pm', '5:00pm')	20	12	0
in person	ENGL388V	('Tu', '3:30pm', '5:00pm')	20	15	0
in person	ENGL388W	('M', '3:30pm', '6:00pm')	20	13	0
in person	ENGL392	('TuTh', '9:30am', '10:45am')	19	0	31
in person	ENGL392	('TuTh', '12:30pm', '1:45pm')	19	0	31
in person	ENGL392	('TuTh', '2:00pm', '3:15pm')	19	0	34
in person	ENGL392	('M', '6:30pm', '9:10pm')	19	0	8
in person	ENGL392	('Tu', '6:30pm', '9:10pm')	19	0	8
in person	ENGL392	('W', '6:30pm', '9:10pm')	19	0	8
in person	ENGL394	('MWF', '9:00am', '9:50am')	19	0	8
in person	ENGL394	('MWF', '10:00am', '10:50am')	19	0	9
in person	ENGL394	('MWF', '11:00am', '11:50am')	19	0	11
in person	ENGL394	('MWF', '12:00pm', '12:50pm')	19	0	9
in person	ENGL394	('MWF', '12:00pm', '12:50pm')	19	0	10
in person	ENGL394	('MWF', '12:00pm', '12:50pm')	19	0	9
in person	ENGL394	('MWF', '1:00pm', '1:50pm')	19	0	13
in person	ENGL394	('MW', '2:00pm', '3:15pm')	19	0	17
in person	ENGL394	('MW', '3:30pm', '4:45pm')	19	0	10
in person	ENGL394	('MW', '5:00pm', '6:15pm')	19	0	8
in person	ENGL394	('TuTh', '9:30am', '10:45am')	19	0	9
in person	ENGL394	('TuTh', '11:00am', '12:15pm')	19	0	17
in person	ENGL394	('TuTh', '12:30pm', '1:45pm')	19	0	12
in person	ENGL394	('TuTh', '12:30pm', '1:45pm')	19	0	12
in person	ENGL394	('TuTh', '3:30pm', '4:45pm')	19	0	9
in person	ENGL394	('TuTh', '5:00pm', '6:15pm')	19	0	8
in person	ENGL394	('TuTh', '6:30pm', '7:45pm')	19	0	6
in person	ENGL394	('Tu', '6:30pm', '9:10pm')	19	0	6
in person	ENGL394	('Th', '6:30pm', '9:10pm')	19	0	7
in person	ENGL394	('F', '9:00am', '11:40am')	19	0	5
in person	ENGL394	('MW', '11:00am', '12:15pm')	19	0	1
in person	ENGL394	('MW', '9:30am', '10:45am')	19	0	9
in person	ENGL394	('TuTh', '8:00am', '9:15am')	19	11	0
in person	ENGL394	('TuTh', '11:00am', '12:15pm')	17	17	0
in person	ENGL394	('TuTh', '11:00am', '12:15pm')	17	17	0
in person	ENGL394	('TuTh', '12:30pm', '1:45pm')	17	17	0
in person	ENGL395	('MWF', '9:00am', '9:50am')	19	0	9
in person	ENGL395	('MWF', '10:00am', '10:50am')	19	0	10
in person	ENGL395	('MWF', '11:00am', '11:50am')	19	0	10
in person	ENGL395	('MWF', '12:00pm', '12:50pm')	19	0	9
in person	ENGL395	('MWF', '1:00pm', '1:50pm')	19	0	8
in person	ENGL395	('MW', '2:00pm', '3:15pm')	19	0	10
in person	ENGL395	('MW', '5:00pm', '6:15pm')	19	0	9
in person	ENGL395	('MW', '6:30pm', '7:45pm')	19	0	10
in person	ENGL395	('TuTh', '8:00am', '9:15am')	19	0	11
in person	ENGL395	('TuTh', '9:30am', '10:45am')	19	0	9
in person	ENGL395	('TuTh', '11:00am', '12:15pm')	19	0	9
in person	ENGL395	('TuTh', '12:30pm', '1:45pm')	19	0	14
in person	ENGL395	('TuTh', '2:00pm', '3:15pm')	19	0	11
in person	ENGL395	('TuTh', '3:30pm', '4:45pm')	19	0	9
in person	ENGL395	('TuTh', '3:30pm', '4:45pm')	19	0	10
in person	ENGL395	('TuTh', '5:00pm', '6:15pm')	19	0	10
in person	ENGL395	('TuTh', '6:30pm', '7:45pm')	19	0	9
in person	ENGL395	('Tu', '6:30pm', '9:10pm')	19	0	9
in person	ENGL398A	('TuTh', '8:00am', '9:15am')	19	0	9
in person	ENGL398A	('TuTh', '9:30am', '10:45am')	19	0	13
in person	ENGL398A	('M', '6:30pm', '9:10pm')	19	0	7
in person	ENGL398A	('Tu', '6:30pm', '9:10pm')	19	0	7
in person	ENGL398A	('W', '6:30pm', '9:10pm')	19	0	6
in person	ENGL398B	('MW', '2:00pm', '3:15pm')	19	0	16
in person	ENGL398B	('MW', '3:30pm', '4:45pm')	19	0	16
in person	ENGL398B	('MW', '5:00pm', '6:15pm')	19	0	12
in person	ENGL398B	('M', '6:30pm', '9:10pm')	19	0	11
in person	ENGL398B	('Tu', '6:30pm', '9:10pm')	19	0	9
in person	ENGL398B	('Th', '6:30pm', '9:10pm')	19	0	7
in person	ENGL398C	('MW', '3:30pm', '4:45pm')	19	0	8
in person	ENGL398C	('MW', '5:00pm', '6:15pm')	19	0	5
in person	ENGL398C	('MW', '6:30pm', '7:45pm')	19	0	5
in person	ENGL398C	('TuTh', '9:30am', '10:45am')	19	6	0
in person	ENGL398C	('TuTh', '12:30pm', '1:45pm')	19	14	0
in person	ENGL398E	('MW', '5:00pm', '6:15pm')	19	0	10
in person	ENGL398L	('MWF', '11:00am', '11:50am')	19	0	12
in person	ENGL398N	('MWF', '11:00am', '11:50am')	19	0	4
in person	ENGL398N	('MWF', '12:00pm', '12:50pm')	19	0	5
in person	ENGL398N	('MW', '2:00pm', '3:15pm')	19	0	5
in person	ENGL398N	('MW', '5:00pm', '6:15pm')	19	0	5
in person	ENGL398N	('TuTh', '8:00am', '9:15am')	19	0	4
in person	ENGL398N	('TuTh', '9:30am', '10:45am')	19	0	6
in person	ENGL398N	('TuTh', '11:00am', '12:15pm')	19	0	10
in person	ENGL398N	('TuTh', '12:30pm', '1:45pm')	19	0	9
in person	ENGL398N	('TuTh', '2:00pm', '3:15pm')	19	0	9
in person	ENGL398R	('TuTh', '8:00am', '9:15am')	19	0	7
in person	ENGL398R	('TuTh', '9:30am', '10:45am')	19	0	15
in person	ENGL398R	('TuTh', '9:30am', '10:45am')	19	0	13
in person	ENGL398R	('TuTh', '11:00am', '12:15pm')	19	0	14
in person	ENGL398R	('TuTh', '12:30pm', '1:45pm')	19	0	18
in person	ENGL398R	('TuTh', '2:00pm', '3:15pm')	19	0	18
in person	ENGL398R	('TuTh', '3:30pm', '4:45pm')	19	0	20
in person	ENGL398V	('TuTh', '9:30am', '10:45am')	19	0	10
in person	ENGL398V	('TuTh', '12:30pm', '1:45pm')	19	0	9
in person	ENGL398V	('TuTh', '3:30pm', '4:45pm')	19	0	8
in person	ENGL398V	('TuTh', '3:30pm', '4:45pm')	19	0	8
in person	ENGL398V	('Tu', '6:30pm', '9:10pm')	19	0	7
in person	ENGL398V	('Th', '6:30pm', '9:10pm')	19	0	7
in person	ENGL410	('MW', '3:30pm', '4:45pm')	20	11	0
in person	ENGL428M	('TuTh', '12:30pm', '1:45pm')	15	0	0
in person	ENGL437	('TuTh', '9:30am', '10:45am')	15	0	6
in person	ENGL439A	('TuTh', '12:30pm', '1:45pm')	20	0	3
in person	ENGL439D	('TuTh', '2:00pm', '3:15pm')	20	0	3
in person	ENGL439K	('MW', '3:30pm', '4:45pm')	20	0	2
in person	ENGL454	('MW', '2:00pm', '3:15pm')	20	2	0
in person	ENGL460	('TuTh', '5:00pm', '6:15pm')	20	0	1
in person	ENGL466	('TuTh', '11:00am', '12:15pm')	20	0	5
in person	ENGL469E	('MW', '2:00pm', '3:15pm')	20	7	0
in person	ENGL470	('TuTh', '2:00pm', '3:15pm')	20	0	1
in person	ENGL478A	('TuTh', '2:00pm', '3:15pm')	15	0	7
in person	ENGL479B	('MW', '3:30pm', '4:45pm')	20	0	1
in person	ENGL479J	('MW', '2:00pm', '3:15pm')	20	6	0
in person	ENGL479Y	('Tu', '3:30pm', '6:00pm')	20	1	0
in person	ENGL487	('MW', '2:00pm', '3:15pm')	20	0	1
in person	ENGL489N	('TuTh', '5:00pm', '6:15pm')	20	12	0
in person	ENGL492	('TuTh', '9:30am', '10:45am')	20	0	11
in person	ENGL493	('TuTh', '12:30pm', '1:45pm')	20	4	0
in person	ENGL494	('TuTh', '11:00am', '12:15pm')	20	7	0
in person	ENGL497	('TuTh', '2:00pm', '3:15pm')	20	13	0
in person	ENGL498	('W', '3:30pm', '6:00pm')	15	0	1
in person	ENGL498	('Th', '3:30pm', '6:00pm')	15	0	1
in person	ENGL498	('Tu', '3:30pm', '6:00pm')	15	2	0
in person	ENGL499	('Th', '3:30pm', '6:00pm')	15	4	0
in person	ENGL601	('Tu', '3:30pm', '6:00pm')	14	9	0
in person	ENGL611	('Th', '12:00pm', '2:30pm')	14	10	0
in person	ENGL619A	('M', '3:30pm', '6:00pm')	14	9	0
in person	ENGL628G	('Tu', '6:30pm', '9:00pm')	14	0	0
in person	ENGL688	('W', '3:30pm', '6:00pm')	12	5	0
in person	ENGL689	('W', '3:30pm', '6:00pm')	12	5	0
in person	ENGL702	('W', '3:30pm', '6:00pm')	9	3	0
in person	ENGL719J	('W', '6:30pm', '9:00pm')	11	0	0
in person	ENGL729C	('Th', '6:30pm', '9:00pm')	11	2	0
in person	ENGL738B	('M', '3:30pm', '6:00pm')	11	2	0
in person	ENGL798D	('F', '3:00pm', '5:00pm')	20	11	0
in person	ENGL888A	('M', '8:00am', '8:50am')	10	10	0
in person	ENMA150	('W', '2:00pm', '2:50pm')	36	12	0
in person	ENMA150	('Th', '11:00am', '11:50am')	36	12	0
in person	ENMA180	('W', '3:00pm', '3:50pm')	30	7	0
in person	ENMA300	('TuTh', '9:30am', '10:45am')	89	76	0
in person	ENMA300	('MWF', '10:00am', '10:50am')	30	26	0
in person	ENMA312	('M', '9:00am', '11:50am')	10	0	1
in person	ENMA312	('W', '9:00am', '11:50am')	10	0	1
in person	ENMA362	('Tu', '9:00am', '11:00am')	22	0	0
in person	ENMA362	('Th', '9:00am', '11:00am')	22	10	0
in person	ENMA400	('TuTh', '9:30am', '10:45am')	20	0	0
in person	ENMA422	('TuTh', '3:30pm', '4:45pm')	30	4	0
in person	ENMA441	('TuTh', '12:30pm', '1:45pm')	35	1	0
in person	ENMA460	('MW', '5:00pm', '6:15pm')	50	21	0
in person	ENMA464	('MWF', '2:00pm', '2:50pm')	25	6	0
in person	ENMA466	('W', '10:00am', '11:30am')	4	0	0
in person	ENMA466	('W', '10:00am', '11:30am')	4	0	0
in person	ENMA466	('W', '10:00am', '11:30am')	4	0	0
in person	ENMA471	('TuTh', '11:00am', '12:15pm')	49	18	0
in person	ENMA486	('F', '1:00pm', '2:30pm')	4	0	0
in person	ENMA487	('W', '1:00pm', '1:50pm')	40	9	0
in person	ENMA489L	('W', '1:00pm', '3:40pm')	10	2	0
in person	ENMA495	('MW', '3:30pm', '4:45pm')	25	7	0
in person	ENMA600	('TuTh', '9:30am', '10:45am')	5	0	0
in person	ENMA613	('TuTh', '5:00pm', '6:30pm')	20	18	0
in person	ENMA641	('TuTh', '12:30pm', '1:45pm')	3	3	0
in person	ENMA650	('MW', '5:00pm', '6:15pm')	26	24	0
in person	ENMA660	('MW', '3:30pm', '4:45pm')	25	22	0
in person	ENMA664	('MWF', '2:00pm', '2:50pm')	5	4	0
in person	ENMA680	('TuTh', '3:30pm', '4:45pm')	21	21	0
in person	ENMA683	('Th', '9:30am', '12:30pm')	5	4	0
in person	ENMA683	('F', '2:30pm', '5:30pm')	5	4	0
in person	ENMA688	('F', '1:00pm', '2:30pm')	24	24	0
in person	ENMA689C	('MW', '1:00pm', '2:15pm')	25	24	0
in person	ENME201	('Th', '12:30pm', '1:30pm')	65	39	0
in person	ENME202	('F', '8:00am', '9:50am')	42	28	0
in person	ENME202	('Th', '3:00pm', '4:50pm')	42	5	0
in person	ENME202	('Th', '3:00pm', '4:50pm')	29	7	0
in person	ENME202	('W', '3:00pm', '4:50pm')	42	0	0
in person	ENME202	('Th', '5:00pm', '6:50pm')	29	6	0
in person	ENME208	('Th', '6:30pm', '8:30pm')	10	7	0
in person	ENME272	('M', '8:00am', '9:50am')	42	21	0
in person	ENME272	('W', '8:00am', '9:50am')	42	30	0
in person	ENME272	('F', '1:00pm', '2:50pm')	42	0	6
in person	ENME272	('Th', '8:00am', '9:50am')	42	4	0
in person	ENME272	('Tu', '8:00am', '9:50am')	42	0	0
in person	ENME331	('Tu', '1:00pm', '2:50pm')	50	0	0
in person	ENME331	('W', '1:00pm', '2:50pm')	50	0	0
in person	ENME331	('Th', '1:00pm', '2:50pm')	50	0	0
in person	ENME331	('Tu', '3:00pm', '4:50pm')	50	11	0
in person	ENME331	('W', '3:00pm', '4:50pm')	50	15	0
in person	ENME332	('Tu', '1:00pm', '2:50pm')	45	0	0
in person	ENME332	('W', '1:00pm', '2:50pm')	45	0	2
in person	ENME332	('Th', '1:00pm', '2:50pm')	45	4	0
in person	ENME332	('F', '1:00pm', '2:50pm')	45	6	0
in person	ENME350	('M', '1:00pm', '2:50pm')	48	0	8
in person	ENME350	('Th', '1:00pm', '2:50pm')	48	0	6
in person	ENME350	('W', '3:20pm', '5:10pm')	48	0	2
in person	ENME350	('Tu', '3:20pm', '5:10pm')	48	0	4
in person	ENME350	('M', '3:20pm', '5:10pm')	48	0	2
in person	ENME351	('Tu', '1:00pm', '2:50pm')	40	0	7
in person	ENME351	('W', '6:00pm', '7:50pm')	40	6	0
in person	ENME351	('W', '1:00pm', '2:50pm')	40	0	6
in person	ENME351	('Tu', '6:00pm', '7:50pm')	40	13	0
in person	ENME361	('TuTh', '9:30am', '10:45am')	171	1	0
in person	ENME371	('Th', '5:00pm', '6:50pm')	35	0	3
in person	ENME371	('Th', '3:00pm', '4:50pm')	35	0	5
in person	ENME371	('F', '9:00am', '10:50am')	35	0	0
in person	ENME371	('Th', '7:00pm', '8:50pm')	35	10	0
in person	ENME371	('W', '6:00pm', '7:50pm')	35	1	0
in person	ENME382	('MWF', '10:00am', '10:50am')	90	5	0
in person	ENME392	('TuTh', '11:00am', '12:15pm')	103	0	1
in person	ENME392	('TuTh', '9:30am', '10:45am')	120	14	0
in person	ENME400	('F', '10:00am', '11:50am')	70	0	3
in person	ENME400	('Th', '2:00pm', '3:50pm')	63	0	8
in person	ENME408	('MW', '5:00pm', '6:15pm')	55	25	0
in person	ENME416	('MWF', '12:00pm', '12:50pm')	50	0	13
in person	ENME423	('TuTh', '12:30pm', '1:45pm')	35	6	0
in person	ENME426	('MW', '2:00pm', '3:15pm')	53	0	5
in person	ENME430	('TuTh', '2:00pm', '3:15pm')	35	0	1
in person	ENME432	('Th', '4:00pm', '7:00pm')	10	8	0
in person	ENME440	('TuTh', '2:00pm', '3:15pm')	15	0	9
in person	ENME441	('MW', '3:30pm', '4:45pm')	30	0	21
in person	ENME442	('TuTh', '9:30am', '10:45am')	24	6	0
in person	ENME444	('TuTh', '12:30pm', '1:45pm')	30	0	12
in person	ENME454	('MW', '3:30pm', '4:45pm')	66	26	0
in person	ENME462	('W', '1:00pm', '2:50pm')	40	0	15
in person	ENME462	('F', '3:00pm', '4:50pm')	30	0	3
in person	ENME462	('F', '10:00am', '11:50am')	40	0	8
in person	ENME462	('W', '1:00pm', '2:50pm')	30	10	0
in person	ENME462	('M', '11:00am', '12:50pm')	30	2	0
in person	ENME470	('M', '12:00pm', '1:15pm')	24	6	0
in person	ENME470	('W', '12:00pm', '1:15pm')	24	17	0
in person	ENME470	('M', '12:00pm', '1:15pm')	10	10	0
in person	ENME472	('TuTh', '11:00am', '11:50am')	27	0	5
in person	ENME472	('TuTh', '11:00am', '11:50am')	30	0	0
in person	ENME472	('TuTh', '11:00am', '11:50am')	30	7	0
in person	ENME472	('TuTh', '11:00am', '11:50am')	30	15	0
in person	ENME472	('TuTh', '11:00am', '11:50am')	30	0	5
in person	ENME473	('MW', '2:00pm', '3:15pm')	25	0	4
in person	ENME489A	('TuTh', '3:30pm', '4:45pm')	10	7	0
in person	ENME489F	('W', '3:30pm', '6:10pm')	10	0	5
in person	ENME489G	('TuTh', '3:30pm', '4:45pm')	30	18	0
in person	ENME489J	('TuTh', '11:00am', '12:15pm')	10	2	0
in person	ENME489U	('TuTh', '9:30am', '10:45am')	10	8	0
in person	ENME489V	('Th', '8:00am', '10:40am')	31	13	0
in person	ENME489X	('Th', '4:00pm', '6:40pm')	65	34	0
in person	ENME605	('MW', '12:30pm', '1:45pm')	25	7	0
in person	ENME610	('Tu', '4:00pm', '6:40pm')	25	0	4
in person	ENME631	('MW', '2:00pm', '3:15pm')	25	17	0
in person	ENME640	('MW', '3:30pm', '4:45pm')	30	20	0
in person	ENME662	('TuTh', '5:00pm', '6:15pm')	30	21	0
in person	ENME670	('MW', '11:00am', '12:15pm')	25	16	0
in person	ENME690	('MW', '2:00pm', '3:15pm')	25	9	0
in person	ENME701	('Tu', '4:00pm', '6:40pm')	25	17	0
in person	ENME737	('M', '9:30am', '12:10pm')	25	22	0
in person	ENME741	('W', '8:30am', '11:00am')	15	9	0
in person	ENME743	('TuTh', '2:00pm', '3:15pm')	15	0	15
in person	ENME745	('TuTh', '11:00am', '12:15pm')	20	0	0
in person	ENME780	('MW', '5:00pm', '6:15pm')	25	0	0
in person	ENME808T	('MW', '3:30pm', '4:45pm')	25	4	0
in person	ENME808U	('TuTh', '12:30pm', '1:45pm')	5	4	0
in person	ENME809B	('TuTh', '3:30pm', '4:45pm')	20	17	0
in person	ENME809C	('TuTh', '9:30am', '10:45am')	20	15	0
in person	ENPM600	('M', '7:00pm', '9:40pm')	29	27	0
in person	ENPM600	('M', '7:00pm', '9:40pm')	5	5	0
in person	ENPM600	('M', '7:00pm', '9:40pm')	5	5	0
in person	ENPM610	('Tu', '4:00pm', '6:40pm')	25	24	0
in person	ENPM610	('Tu', '4:00pm', '6:40pm')	5	5	0
in person	ENPM610	('Tu', '4:00pm', '6:40pm')	5	5	0
in person	ENPM611	('M', '4:00pm', '6:40pm')	40	27	0
in person	ENPM611	('M', '4:00pm', '6:40pm')	5	5	0
in person	ENPM611	('M', '4:00pm', '6:40pm')	5	5	0
in person	ENPM613	('Th', '7:00pm', '9:40pm')	38	22	0
in person	ENPM613	('Th', '7:00pm', '9:40pm')	5	5	0
in person	ENPM613	('Th', '7:00pm', '9:40pm')	5	5	0
in person	ENPM616	('M', '4:00pm', '6:40pm')	25	23	0
in person	ENPM616	('M', '4:00pm', '6:40pm')	5	5	0
in person	ENPM616	('M', '4:00pm', '6:40pm')	5	5	0
in person	ENPM617	('Th', '4:00pm', '6:40pm')	25	23	0
in person	ENPM617	('Th', '4:00pm', '6:40pm')	5	5	0
in person	ENPM617	('Th', '4:00pm', '6:40pm')	5	5	0
in person	ENPM620	('M', '7:00pm', '9:40pm')	25	24	0
in person	ENPM620	('M', '7:00pm', '9:40pm')	5	5	0
in person	ENPM620	('M', '7:00pm', '9:40pm')	5	5	0
in person	ENPM622	('Th', '7:00pm', '9:40pm')	29	23	0
in person	ENPM622	('Th', '7:00pm', '9:40pm')	5	5	0
in person	ENPM622	('Th', '7:00pm', '9:40pm')	5	5	0
in person	ENPM631	('W', '7:00pm', '9:40pm')	25	14	0
in person	ENPM631	('W', '7:00pm', '9:40pm')	5	5	0
in person	ENPM631	('W', '7:00pm', '9:40pm')	5	5	0
in person	ENPM640	('Tu', '4:00pm', '6:40pm')	38	20	0
in person	ENPM640	('Tu', '4:00pm', '6:40pm')	5	4	0
in person	ENPM640	('Tu', '4:00pm', '6:40pm')	5	5	0
in person	ENPM645	('Th', '7:00pm', '9:40pm')	46	1	0
in person	ENPM645	('Th', '7:00pm', '9:40pm')	5	5	0
in person	ENPM645	('Th', '7:00pm', '9:40pm')	5	4	0
in person	ENPM645	('Th', '7:00pm', '9:40pm')	5	4	0
in person	ENPM651	('Th', '4:00pm', '6:40pm')	20	15	0
in person	ENPM651	('Th', '4:00pm', '6:40pm')	5	4	0
in person	ENPM651	('Th', '4:00pm', '6:40pm')	5	5	0
in person	ENPM662	('W', '4:00pm', '6:40pm')	46	22	0
in person	ENPM662	('W', '7:00pm', '9:40pm')	40	37	0
in person	ENPM662	('W', '4:00pm', '6:40pm')	5	4	0
in person	ENPM662	('W', '4:00pm', '6:40pm')	5	4	0
in person	ENPM662	('W', '4:00pm', '6:40pm')	5	5	0
in person	ENPM667	('M', '4:00pm', '6:40pm')	50	25	0
in person	ENPM667	('M', '7:00pm', '9:40pm')	50	42	0
in person	ENPM667	('M', '7:00pm', '9:40pm')	5	5	0
in person	ENPM667	('M', '7:00pm', '9:40pm')	5	4	0
in person	ENPM667	('M', '7:00pm', '9:40pm')	5	5	0
in person	ENPM670	('M', '7:00pm', '9:40pm')	17	15	0
in person	ENPM670	('M', '7:00pm', '9:40pm')	5	5	0
in person	ENPM670	('M', '7:00pm', '9:40pm')	5	5	0
in person	ENPM677	('Tu', '7:00pm', '9:40pm')	17	14	0
in person	ENPM677	('Tu', '7:00pm', '9:40pm')	5	5	0
in person	ENPM677	('Tu', '7:00pm', '9:40pm')	5	5	0
in person	ENPM691	('Th', '7:00pm', '9:40pm')	52	40	0
in person	ENPM691	('Th', '7:00pm', '9:40pm')	5	4	0
in person	ENPM691	('Th', '7:00pm', '9:40pm')	5	5	0
in person	ENPM694	('M', '7:00pm', '9:40pm')	65	15	0
in person	ENPM694	('M', '7:00pm', '9:40pm')	5	5	0
in person	ENPM694	('M', '7:00pm', '9:40pm')	5	5	0
in person	ENPM696	('W', '4:00pm', '6:40pm')	52	1	0
in person	ENPM696	('W', '4:00pm', '6:40pm')	5	4	0
in person	ENPM696	('W', '4:00pm', '6:40pm')	5	5	0
in person	ENPM808A	('Tu', '4:00pm', '6:40pm')	50	13	0
in person	ENPM808A	('Tu', '4:00pm', '6:40pm')	5	5	0
in person	ENPM808A	('Tu', '4:00pm', '6:40pm')	5	5	0
in person	ENPM808J	('Th', '7:00pm', '9:40pm')	17	17	0
in person	ENPM808J	('Th', '7:00pm', '9:40pm')	5	5	0
in person	ENPM808J	('Th', '7:00pm', '9:40pm')	5	5	0
in person	ENPM808O	('W', '7:00pm', '9:40pm')	50	36	0
in person	ENPM808O	('W', '7:00pm', '9:40pm')	5	5	0
