course type	course code	time	total	open	waitlist
online	AGST130	None	30	0	9
online	ANSC210	None	80	66	0
online	ANTH265	None	25	0	19
online	ANTH323	None	25	0	12
online	ANTH380	No listed time	35	17	0
online	ANTH741	No listed time	20	17	0
online	ANTH742	No listed time	20	17	0
online	ANTH747	No listed time	20	20	0
online	ANTH748	No listed time	20	20	0
online	AOSC652	None	30	30	0
online	AOSC652	None	1	1	0
online	AREC623	('F', '11:00am', '1:00pm')	27	13	0
online	AREC891	None	10	9	0
online	ARTT255	None	18	0	7
online	ARTT489K	None	16	7	0
online	ARTT489L	None	12	8	0
online	ARTT489P	None	12	7	0
online	ARTT489Q	None	12	8	0
online	ARTT489Q	None	12	5	0
online	ARTT489T	None	12	7	0
online	BCHM463	None	50	47	0
online	BCHM463	None	40	22	0
online	BIOE658G	None	15	10	0
online	BIOE658M	None	15	11	0
online	BIOE658R	None	15	7	0
online	BIOL671	None	10	8	0
online	BISI701	None	30	28	0
online	BISI712	('Th', '2:00pm', '4:00pm')	20	0	0
online	BISI712	('M', '2:00pm', '4:00pm')	10	9	0
online	BISI712	('Th', '2:00pm', '4:00pm')	10	9	0
online	BMSO600	('Tu', '8:45pm', '10:15pm')	25	25	0
online	BMSO601	('W', '8:45pm', '10:15pm')	25	25	0
online	BMSO602	('Tu', '8:45pm', '10:15pm')	25	25	0
online	BMSO603	('Th', '8:45pm', '10:15pm')	25	25	0
online	BMSO758C	('MW', '8:45pm', '10:15pm')	25	25	0
online	BMSO758D	('MW', '8:45pm', '10:15pm')	25	25	0
online	BMSO758E	('M', '8:45pm', '10:15pm')	25	25	0
online	BMSO758F	('W', '8:45pm', '10:15pm')	25	25	0
online	BMSO758M	('M', '8:45pm', '10:15pm')	25	25	0
online	BSCI160	None	24	22	0
online	BSCI161	None	12	10	0
online	BSCI170	None	50	35	0
online	BSCI171	None	24	10	0
online	BSCI171	None	24	23	0
online	BSCI202	('Th', '6:00pm', '8:50pm')	24	10	0
online	BSCI223	('TuTh', '7:00pm', '9:00pm')	20	7	0
online	BSCI238D	None	25	14	0
online	BSCI300	None	50	50	0
online	BSCI301	None	45	34	0
online	BSCI330	('Th', '6:30pm', '9:30pm')	24	6	0
online	BSCI348I	None	10	0	2
online	BSCI353	None	180	1	0
online	BSCI422	None	40	20	0
online	BSCI440	None	40	16	0
online	BSCI443	None	50	23	0
online	BSCI471	None	25	3	0
online	BSGC399	None	10	10	0
online	BSOS201	None	80	0	0
online	BSST386	None	35	35	0
online	BSST630	('Tu', '6:00pm', '8:30pm')	35	29	0
online	BSST634	No listed time	30	27	0
online	BSST635	No listed time	30	26	0
online	BUSO600	('M', '7:00pm', '8:30pm')	24	24	0
online	BUSO600	('M', '8:45pm', '10:15pm')	24	24	0
online	BUSO600	('M', '7:00pm', '8:30pm')	24	24	0
online	BUSO600	('M', '8:45pm', '10:15pm')	24	24	0
online	BUSO600	('Tu', '7:00pm', '8:30pm')	24	24	0
online	BUSO600	('Tu', '8:45pm', '10:15pm')	24	24	0
online	BUSO600	('Tu', '7:00pm', '8:30pm')	24	24	0
online	BUSO600	('Tu', '8:45pm', '10:15pm')	24	24	0
online	BUSO601	('M', '7:00pm', '8:30pm')	24	24	0
online	BUSO601	('M', '8:45pm', '10:15pm')	24	24	0
online	BUSO601	('Tu', '7:00pm', '8:30pm')	24	24	0
online	BUSO601	('Tu', '8:45pm', '10:15pm')	24	24	0
online	BUSO601	('Tu', '7:00pm', '8:30pm')	24	24	0
online	BUSO601	('Tu', '8:45pm', '10:15pm')	24	24	0
online	BUSO601	('Tu', '7:00pm', '8:30pm')	24	24	0
online	BUSO601	('Tu', '8:45pm', '10:15pm')	24	24	0
online	BUSO602	('W', '7:00pm', '8:30pm')	24	24	0
online	BUSO602	('W', '8:45pm', '10:15pm')	24	24	0
online	BUSO602	('W', '7:00pm', '8:30pm')	24	24	0
online	BUSO602	('W', '8:45pm', '10:15pm')	24	24	0
online	BUSO602	('Th', '7:00pm', '8:30pm')	24	24	0
online	BUSO602	('Th', '8:45pm', '10:15pm')	24	24	0
online	BUSO602	('Th', '7:00pm', '8:30pm')	24	24	0
online	BUSO602	('Th', '8:45pm', '10:15pm')	24	24	0
online	BUSO614	('M', '7:00pm', '8:30pm')	22	22	0
online	BUSO614	('M', '8:45pm', '10:15pm')	22	22	0
online	BUSO614	('Tu', '7:00pm', '8:30pm')	22	22	0
online	BUSO614	('Tu', '8:45pm', '10:15pm')	22	22	0
online	BUSO614	('Tu', '7:00pm', '8:30pm')	22	22	0
online	BUSO614	('Tu', '8:45pm', '10:15pm')	22	22	0
online	BUSO706	('W', '7:00pm', '8:30pm')	23	23	0
online	BUSO706	('W', '8:45pm', '10:15pm')	23	23	0
online	BUSO706	('W', '7:00pm', '8:30pm')	23	23	0
online	BUSO706	('W', '8:45pm', '10:15pm')	23	23	0
online	BUSO706	('Th', '7:00pm', '8:30pm')	23	23	0
online	BUSO706	('Th', '8:45pm', '10:15pm')	23	23	0
online	BUSO712	('W', '7:00pm', '8:30pm')	24	24	0
online	BUSO712	('W', '8:45pm', '10:15pm')	24	24	0
online	BUSO712	('W', '7:00pm', '8:30pm')	24	24	0
online	BUSO712	('W', '8:45pm', '10:15pm')	24	24	0
online	BUSO712	('Th', '7:00pm', '8:30pm')	24	24	0
online	BUSO712	('Th', '8:45pm', '10:15pm')	24	24	0
online	BUSO712	('Th', '7:00pm', '8:30pm')	24	24	0
online	BUSO712	('Th', '8:45pm', '10:15pm')	24	24	0
online	BUSO731	('Th', '8:45pm', '10:15pm')	25	25	0
online	BUSO731	('W', '8:45pm', '10:15pm')	25	25	0
online	BUSO731	('Th', '7:00pm', '8:30pm')	25	4	0
online	BUSO751	('W', '8:45pm', '10:15pm')	25	25	0
online	BUSO751	('W', '7:00pm', '8:30pm')	25	16	0
online	BUSO758A	('W', '8:45pm', '10:15pm')	25	25	0
online	BUSO758A	('W', '7:00pm', '8:30pm')	25	13	0
online	BUSO758G	('W', '8:45pm', '10:15pm')	25	25	0
online	BUSO758G	('W', '7:00pm', '8:30pm')	25	17	0
online	BUSO758J	('M', '7:00pm', '8:30pm')	21	21	0
online	BUSO758J	('M', '8:45pm', '10:15pm')	21	21	0
online	BUSO758J	('Tu', '7:00pm', '8:30pm')	21	21	0
online	BUSO758J	('Tu', '8:45pm', '10:15pm')	21	21	0
online	BUSO758J	('Tu', '7:00pm', '8:30pm')	21	21	0
online	BUSO758J	('Tu', '8:45pm', '10:15pm')	21	21	0
online	BUSO782	('W', '8:45pm', '10:15pm')	25	25	0
online	BUSO782	('W', '7:00pm', '8:30pm')	25	19	0
online	CBMG688Q	('TuTh', '4:00pm', '6:00pm')	15	10	0
online	CCJS100	None	35	0	1
online	CCJS300	None	40	24	0
online	CCJS310	No listed time	40	28	0
online	CCJS325	None	50	50	0
online	CCJS340	None	40	26	0
online	CCJS370	No listed time	40	9	0
online	CCJS451	None	40	25	0
online	CCJS498E	None	40	8	0
online	CCJS498I	None	30	15	0
online	CCJS498K	None	40	7	0
online	CCJS498P	None	40	24	0
online	CCJS498X	None	40	28	0
online	CCJS631	None	20	20	0
online	CCJS632	None	20	20	0
online	CCJS632	None	20	20	0
online	CHEM131	('W', '6:30pm', '7:20pm')	38	22	0
online	CHEM132	None	24	10	0
online	CHEM132	None	24	24	0
online	CHEM232	None	18	8	0
online	CHEM241	('W', '6:30pm', '7:20pm')	24	1	0
online	CHEM242	None	18	0	2
online	CHEM271	('W', '6:30pm', '7:20pm')	20	6	0
online	CHEM272	('W', '7:30pm', '10:30pm')	24	12	0
online	CHIN202	None	15	7	0
online	CLFS609A	No listed time	15	12	0
online	CLFS609K	No listed time	15	13	0
online	CLFS610	None	10	10	0
online	CLFS620	No listed time	15	14	0
online	CMLT398L	None	25	0	22
online	CMLT398N	None	25	0	3
online	CMSC411	None	175	0	31
online	CMSC734	None	35	30	0
online	CMSC838X	No listed time	40	4	0
online	COMM107	None	18	0	1
online	COMM107	None	19	0	1
online	COMM107	None	18	0	0
online	COMM107	None	19	0	0
online	COMM107	None	18	11	0
online	COMM107	None	19	0	0
online	COMM107	None	19	1	0
online	COMM107	None	18	0	0
online	COMM107	None	18	0	0
online	COMM107	None	19	0	0
online	COMM107	None	19	0	0
online	COMM107	None	19	0	0
online	COMM107	None	19	0	0
online	COMM107	None	19	0	1
online	COMM107	None	19	0	0
online	COMM107	None	19	0	1
online	COMM107	None	18	13	0
online	COMM107	None	19	18	0
online	COMM107	None	18	0	1
online	COMM107	None	19	0	2
online	COMM107	None	18	0	2
online	COMM107	None	18	0	1
online	COMM107	None	19	0	1
online	COMM107	None	18	0	0
online	COMM107	None	18	0	0
online	COMM107	None	19	14	0
online	COMM107	None	19	0	0
online	COMM107	None	19	0	0
online	COMM130	None	120	45	0
online	COMM304	None	40	39	0
online	COMM324	None	28	0	7
online	COMM330	None	35	21	0
online	COMM330	None	40	0	0
online	COMM370	None	40	31	0
online	COMM382	None	40	20	0
online	COMM386	None	20	19	0
online	COMM398Q	None	40	19	0
online	COMM401	None	35	4	0
online	COMM401	None	40	0	4
online	COMM402	None	40	0	1
online	COMM420	None	40	24	0
online	COMM488I	None	50	0	18
online	COMM498M	None	40	0	14
online	COMM498X	None	25	17	0
online	COMM498Y	None	35	18	0
online	COMM604	None	25	25	0
online	COMM618	None	25	25	0
online	COMM638	None	25	25	0
online	COMM669	None	30	29	0
online	COMM679	None	30	29	0
online	COMM719A	None	16	15	0
online	COMM719A	None	16	15	0
online	COMM719F	None	16	15	0
online	COMM719F	None	16	15	0
online	COMM729A	None	16	15	0
online	COMM729A	None	16	15	0
online	COMM729F	None	16	15	0
online	COMM729F	None	16	15	0
online	COMM759	None	30	28	0
online	COMM769	None	30	28	0
online	COMM798F	None	16	16	0
online	DANC200	('Th', '11:00am', '12:15pm')	18	10	0
online	DATA601	('M', '6:00pm', '9:30pm')	50	31	0
online	DATA602	('W', '6:00pm', '9:30pm')	50	32	0
online	DATA612	('Tu', '6:00pm', '9:30pm')	25	24	0
online	EDCP108C	No listed time	20	17	0
online	EDCP108I	No listed time	30	0	0
online	EDCP108I	No listed time	30	0	0
online	EDCP108I	No listed time	30	0	0
online	EDCP108I	No listed time	30	0	0
online	EDCP108I	No listed time	30	10	0
online	EDCP108I	No listed time	30	23	0
online	EDHD200	None	40	14	0
online	EDHD200	None	40	23	0
online	EDHD711	None	15	15	0
online	EDSP220	None	13	0	0
online	EDSP600	None	25	25	0
online	EDUC498B	None	15	10	0
online	EDUC498B	None	5	3	0
online	ENAE100	('M', '2:00pm', '2:50pm')	25	10	0
online	ENAE100	('Tu', '11:00am', '11:50am')	25	10	0
online	ENAE100	('W', '2:00pm', '2:50pm')	25	19	0
online	ENAE100	('W', '4:00pm', '4:50pm')	25	12	0
online	ENAE423	None	60	60	0
online	ENAE635	None	10	9	0
online	ENCE424	No listed time	35	22	0
online	ENCE605	None	30	28	0
online	ENCE622	None	25	20	0
online	ENCE627	None	40	32	0
online	ENCE662	None	30	24	0
online	ENCE664	None	35	27	0
online	ENCE666	No listed time	30	23	0
online	ENCH648K	None	15	15	0
online	ENES140	None	250	2	0
online	ENES140	None	250	56	0
online	ENES140	None	250	226	0
online	ENES140	None	250	236	0
online	ENES140	None	250	247	0
online	ENES140	None	250	249	0
online	ENES140	None	250	247	0
online	ENES140	None	250	246	0
online	ENES317	None	45	9	0
online	ENES424	No listed time	30	10	0
online	ENES461	None	250	70	0
online	ENES461	None	250	248	0
online	ENES463	None	50	12	0
online	ENES467	None	45	3	0
online	ENES472	No listed time	45	15	0
online	ENES662	No listed time	30	20	0
online	ENES663	No listed time	30	20	0
online	ENES666	No listed time	25	21	0
online	ENES667	No listed time	25	21	0
online	ENES672	No listed time	15	11	0
online	ENFP625	No listed time	40	30	0
online	ENFP662	No listed time	40	32	0
online	ENGL262	None	25	0	8
online	ENGL329C	None	25	0	22
online	ENGL379V	None	25	0	3
online	ENGL390	None	19	0	32
online	ENGL390	None	19	0	31
online	ENGL391	None	19	0	22
online	ENGL391	None	19	0	23
online	ENGL391	None	19	0	24
online	ENGL391	None	19	0	21
online	ENGL391	None	19	0	22
online	ENGL391	None	19	0	19
online	ENGL393	None	19	0	17
online	ENGL393	None	19	0	15
online	ENGL393	None	19	0	15
online	ENGL393	None	19	0	15
online	ENGL393	None	19	0	17
online	ENGL393	None	19	0	17
online	ENGL393	None	19	0	18
online	ENGL393	None	19	0	22
online	ENGL393	None	19	0	20
online	ENGL393	None	19	0	21
online	ENGL393	None	19	0	19
online	ENGL393	None	19	0	17
online	ENGL393	None	19	0	15
online	ENGL393	None	19	0	32
online	ENGL393	None	19	0	29
online	ENGL393	None	19	0	17
online	ENGL393	None	19	0	16
online	ENGL393	None	19	0	16
online	ENGL393	None	19	0	16
online	ENGL393	None	19	0	17
online	ENGL393	None	19	0	17
online	ENGL393	None	19	0	18
online	ENGL393	None	19	0	19
online	ENGL393	None	19	0	18
online	ENGL393	None	19	0	30
online	ENGL393	None	19	0	29
online	ENGL394	None	19	0	30
online	ENGL394	None	19	0	31
online	ENGL394	None	19	0	30
online	ENGL394	None	19	0	35
online	ENGL394	None	19	0	32
online	ENGL394	None	19	0	31
online	ENGL394	None	19	0	31
online	ENGL394	None	19	0	32
online	ENGL394	None	19	0	30
online	ENGL394	None	19	0	31
online	ENGL394	None	19	0	30
online	ENGL394	None	19	0	31
online	ENGL394	None	19	0	32
online	ENGL395	None	19	0	20
online	ENGL395	None	19	0	20
online	ENMA300	None	30	11	0
online	ENMA689C	None	10	9	0
online	ENMA689C	None	5	5	0
online	ENME382	None	90	0	20
online	ENME467	None	45	3	0
online	ENME690	None	15	8	0
online	ENME690	None	5	5	0
online	ENME701	None	10	8	0
online	ENME737	None	10	9	0
online	ENME737	None	10	10	0
online	ENME741	None	10	9	0
online	ENME741	None	10	10	0
online	ENME744	None	15	0	0
online	ENPM610	None	5	5	0
online	ENPM611	None	10	4	0
online	ENPM613	None	10	9	0
online	ENPM616	None	5	4	0
online	ENPM620	None	20	18	0
online	ENPM622	None	20	15	0
online	ENPM631	None	5	4	0
online	ENPM645	None	15	12	0
online	ENPM651	None	20	17	0
online	ENPM660	None	20	15	0
online	ENPM662	None	10	7	0
online	ENPM667	None	10	7	0
online	ENPM670	None	30	28	0
online	ENPM672	None	20	16	0
online	ENPM687	None	50	10	0
online	ENPM691	None	20	11	0
online	ENPM694	None	30	19	0
online	ENPM696	None	20	11	0
online	ENPM808A	None	20	18	0
online	ENPM808J	None	20	20	0
online	ENPM808O	None	20	19	0
online	ENPM808Q	None	10	9	0
online	ENPM808W	None	20	11	0
online	ENPM808X	None	20	19	0
online	ENPM809A	None	20	16	0
online	ENPM809F	None	15	8	0
online	ENPM809J	None	30	15	0
online	ENPM809M	None	20	20	0
online	ENPM809Y	None	15	11	0
online	ENRE600	None	20	16	0
online	ENRE602	None	25	20	0
online	ENRE602	None	10	6	0
online	ENRE641	None	15	13	0
online	ENRE641	None	15	14	0
online	ENRE641	None	5	5	0
online	ENRE641	None	5	5	0
online	ENRE648C	None	25	24	0
online	ENRE648C	None	10	9	0
online	ENRE648C	None	5	5	0
online	ENRE648J	None	10	9	0
online	ENRE648J	None	10	10	0
online	ENRE670	None	15	12	0
online	ENRE670	None	10	10	0
online	ENRE689E	None	10	9	0
online	ENRE689E	None	10	10	0
online	ENSE621	None	8	8	0
online	ENSE623	None	4	4	0
online	ENSE626	None	8	5	0
online	ENSE698A	None	20	18	0
online	ENST456	None	20	10	0
online	ENTM701	None	20	18	0
online	ENTM710	No listed time	8	3	0
online	ENTM745	No listed time	8	6	0
online	ENTM756	No listed time	8	4	0
online	EPIB315	No listed time	35	20	0
online	FILM298A	None	30	20	0
online	FILM329G	None	36	0	13
online	FIRE120	None	35	0	0
online	FIRE120	None	42	0	0
online	FIRE120	None	42	0	0
online	FIRE120	None	42	2	0
online	FIRE120	None	42	9	0
online	FIRE120	None	42	28	0
online	FIRE120	None	42	14	0
online	FIRE120	None	35	21	0
online	FIRE120	None	42	5	0
online	FIRE120	No listed time	37	23	0
online	FIRE120	No listed time	42	1	0
online	FIRE120	None	42	33	0
online	FIRE120	None	42	33	0
online	FIRE120	None	42	16	0
online	FIRE120	None	42	18	0
online	FIRE120	No listed time	42	32	0
online	FIRE120	No listed time	34	5	0
online	FIRE298	None	40	17	0
online	FIRE298	None	38	8	0
online	FIRE298	None	10	5	0
online	FIRE298	None	38	5	0
online	FIRE298	None	38	8	0
online	FIRE298	None	20	6	0
online	FIRE298	None	15	1	0
online	FIRE298	None	40	2	0
online	FIRE298	None	40	25	0
online	FIRE298	None	40	39	0
online	FIRE298	None	40	0	2
online	FIRE298	None	38	20	0
online	FIRE298	None	38	15	0
online	FIRE298	None	40	18	0
online	FIRE298	None	40	22	0
online	FIRE298	None	30	8	0
online	FIRE298	None	38	8	0
online	FMSC186	No listed time	25	22	0
online	FMSC341	None	40	0	0
online	FREN243	None	30	20	0
online	FREN312	None	25	0	0
online	FREN421	None	30	0	10
online	FREN498G	None	25	10	0
online	GEOG211	None	24	0	6
online	GEOG211	None	24	0	6
online	GEOG211	None	24	0	6
online	GEOG211	None	24	0	5
online	GEOG211	None	24	0	6
online	GEOG211	None	24	0	6
online	GEOG211	None	24	0	4
online	GEOG211	None	24	0	6
online	GEOG211	None	24	0	5
online	GEOG211	None	24	0	5
online	GEOG652	('Th', '6:30pm', '9:00pm')	15	3	0
online	GEOG652	('Tu', '12:30pm', '3:00pm')	15	13	0
online	GEOG653	('Tu', '5:30pm', '7:30pm')	20	5	0
online	GEOG654	('Tu', '5:30pm', '8:00pm')	15	8	0
online	GEOG661	('Th', '5:30pm', '8:00pm')	15	11	0
online	GEOG661	('Th', '5:30pm', '8:00pm')	15	8	0
online	GEOG662	('Tu', '5:30pm', '8:00pm')	15	7	0
online	GEOG686	('Th', '5:30pm', '8:00pm')	15	12	0
online	GEOG797	('Th', '5:30pm', '8:00pm')	15	12	0
online	GEOG797	('Th', '5:30pm', '8:00pm')	15	13	0
online	GERM439K	None	20	14	0
online	GERM689K	None	20	14	0
online	GVPT404	None	27	25	0
online	GVPT409O	None	27	15	0
online	GVPT409Q	None	40	25	0
online	GVPT449L	None	30	21	0
online	GVPT459M	None	27	18	0
online	HEBR249M	None	15	7	0
online	HEBR298B	None	25	0	8
online	HEBR313	None	20	0	2
online	HEIP240	None	36	17	0
online	HEIP240	None	55	22	0
online	HESP120	None	40	6	0
online	HESP400	None	50	50	0
online	HESP413	None	25	25	0
online	HIST219C	None	25	14	0
online	HIST219M	None	50	41	0
online	HIST240	('F', '10:00am', '10:50am')	24	18	0
online	HIST240	('F', '11:00am', '11:50am')	24	20	0
online	HIST240	('F', '1:00pm', '1:50pm')	24	18	0
online	HIST319L	None	18	9	0
online	HIST319W	None	36	0	13
online	HIST328A	None	36	16	0
online	HIST328L	None	36	0	7
online	HIST329G	None	20	15	0
online	HIST370	None	36	25	0
online	HIST415	None	13	0	0
online	HIST428J	None	8	0	4
online	HIST429A	None	27	0	1
online	HIST491	None	27	2	0
online	HIST601	None	15	0	0
online	HIST619Y	None	5	3	0
online	HIST638J	None	9	1	0
online	HIST639X	None	12	8	0
online	HLSA300	None	35	25	0
online	HLSA601	None	60	39	0
online	HLSA601	None	20	0	0
online	HLSA601	None	15	7	0
online	HLSA611	None	25	14	0
online	HLSA702	None	20	8	0
online	HLSA711	None	20	11	0
online	HLSA720	None	25	11	0
online	HLSA724	None	20	10	0
online	HLSA725	None	20	13	0
online	HLSA727	None	20	15	0
online	HLSA745	None	35	9	0
online	HLSA750	None	10	0	0
online	HLSA765	None	15	14	0
online	HLSA770	None	20	15	0
online	HLSA770	None	20	12	0
online	HLSA772	None	25	0	0
online	HLSA772	None	25	7	0
online	HLSA775	None	20	12	0
online	HLSA780	None	20	18	0
online	HLSA785	None	20	19	0
online	HLSA790	None	25	19	0
online	HLTH710	None	10	9	0
online	HONR218V	None	20	17	0
online	INAG106	None	30	10	0
online	INFM620	None	40	35	0
online	INST126	None	45	0	2
online	INST155	None	135	23	0
online	INST201	None	90	0	16
online	INST208L	None	30	7	0
online	INST301	None	40	40	0
online	INST311	None	67	0	5
online	INST314	None	45	0	14
online	INST314	None	40	39	0
online	INST335	None	36	35	0
online	INST346	None	54	0	9
online	INST346	None	50	15	0
online	INST352	None	54	0	11
online	INST352	None	54	0	12
online	INST354	None	75	0	25
online	INST354	None	50	0	18
online	INST362	None	54	0	22
online	INST366	None	75	0	7
online	INST377	None	50	0	28
online	INST377	None	40	9	0
online	INST408O	None	40	16	0
online	INST414	None	50	0	18
online	INST414	None	50	0	19
online	INST447	None	50	0	37
online	INST462	None	100	0	5
online	INST466	None	50	0	7
online	INST604	None	30	0	2
online	INST608B	None	5	3	0
online	INST610	None	30	0	0
online	INST613	None	30	18	0
online	INST615	None	30	14	0
online	INST620	None	30	0	4
online	INST650	None	5	5	0
online	INST650	None	25	7	0
online	INST651	None	5	5	0
online	INST651	None	25	14	0
online	INST661	None	40	34	0
online	INST682	No listed time	40	4	0
online	INST752	None	40	33	0
online	INST753	None	40	36	0
online	INST754	None	40	31	0
online	INST878A	None	5	4	0
online	INST878B	None	5	5	0
online	INST878C	None	5	5	0
online	INST878E	None	5	5	0
online	ISRL249N	None	40	0	1
online	ISRL289I	None	60	40	0
online	ISRL329G	None	20	15	0
online	ISRL343	None	40	0	16
online	ISRL448M	None	40	0	14
online	JAPN498B	None	25	9	0
online	JOUR150	None	31	7	0
online	JOUR175	None	72	11	0
online	JOUR175	None	72	25	0
online	JOUR289E	None	63	12	0
online	JOUR289F	None	63	0	0
online	JOUR405	None	38	0	14
online	JOUR604	None	15	13	0
online	JOUR652	None	15	11	0
online	JWST219G	None	40	0	1
online	JWST262	None	25	0	8
online	JWST289A	None	25	14	0
online	JWST289J	('W', '1:00pm', '1:50pm')	18	1	0
online	JWST289J	('F', '11:00am', '11:50am')	18	2	0
online	JWST289J	('F', '12:00pm', '12:50pm')	18	3	0
online	JWST289J	('W', '2:00pm', '2:50pm')	18	3	0
online	JWST319L	None	30	27	0
online	JWST319N	None	20	15	0
online	JWST325	None	36	25	0
online	JWST492	None	25	11	0
online	KNES131V	No listed time	24	0	0
online	KNES131V	No listed time	30	0	0
online	KNES131V	No listed time	30	0	0
online	KNES131V	No listed time	30	0	0
online	KNES131V	No listed time	30	22	0
online	KNES131V	None	30	20	0
online	KNES131V	None	30	30	0
online	KNES131V	None	30	28	0
online	KNES131V	None	30	28	0
online	KNES131V	None	30	29	0
online	KNES131V	None	30	29	0
online	KNES131V	No listed time	30	20	0
online	KNES144Q	None	40	1	0
online	KNES144R	None	50	38	0
online	KNES144T	None	40	0	4
online	KNES161N	No listed time	30	0	0
online	KNES161N	No listed time	30	0	0
online	KNES161N	None	30	10	0
online	KNES161N	No listed time	30	30	0
online	KNES161N	No listed time	30	30	0
online	KNES161N	No listed time	30	30	0
online	KNES161N	No listed time	30	30	0
online	KNES161T	('TuTh', '11:00am', '1:00pm')	48	7	0
online	KNES161T	('TuTh', '11:00am', '1:00pm')	48	22	0
online	KNES289P	None	30	21	0
online	KNES498Q	None	15	12	0
online	KNES498V	None	12	0	0
online	KNES689Q	None	10	6	0
online	KNES689R	None	15	12	0
online	LARC151	('M', '1:00pm', '1:50pm')	27	12	0
online	LARC389	No listed time	15	11	0
online	LATN101	None	20	1	0
online	LBSC602	None	30	0	6
online	LBSC631	None	30	0	3
online	LBSC645	None	5	3	0
online	LBSC645	None	25	2	0
online	LBSC671	None	30	0	1
online	LBSC702	None	30	7	0
online	LBSC707	None	30	13	0
online	LBSC724	None	30	8	0
online	LBSC731	None	30	0	5
online	LBSC742	None	5	5	0
online	LBSC742	None	25	22	0
online	LBSC749	None	30	30	0
online	LBSC791	None	30	0	0
online	LGBT448W	None	25	11	0
online	MATH120	('M', '8:00am', '8:50am')	25	0	2
online	MATH206	No listed time	450	230	0
online	MIEH699	None	15	9	0
online	MITH735	None	20	13	0
online	MLAW388	None	40	30	0
online	MLAW388	None	6	6	0
online	MSML601	('M', '6:00pm', '9:30pm')	50	31	0
online	MSML602	('W', '6:00pm', '9:30pm')	50	32	0
online	MSML612	('Tu', '6:00pm', '9:30pm')	25	24	0
online	NACS728O	None	36	28	0
online	NEUR200	None	157	0	2
online	NEUR305	None	36	14	0
online	NEUR306	None	20	15	0
online	NFSC100	('Th', '8:30am', '9:20am')	25	15	0
online	NFSC100	('W', '11:00am', '11:50am')	20	0	0
online	NFSC100	('Th', '12:30pm', '1:20pm')	23	0	0
online	NFSC100	('F', '11:00am', '11:50am')	23	0	0
online	NFSC100	('F', '10:00am', '10:50am')	23	11	0
online	NFSC100	('W', '10:00am', '10:50am')	23	8	0
online	NFSC100	('W', '2:00pm', '2:50pm')	25	3	0
online	NFSC100	('Tu', '2:00pm', '2:50pm')	25	2	0
online	NFSC100	('W', '3:00pm', '3:50pm')	25	15	0
online	NFSC100	('W', '12:00pm', '12:50pm')	25	0	0
online	NFSC100	('Th', '11:00am', '11:50am')	25	3	0
online	NFSC100	('F', '12:00pm', '12:50pm')	25	16	0
online	NFSC112	('Th', '12:30pm', '1:20pm')	30	1	0
online	NFSC112	('Th', '4:00pm', '4:50pm')	30	17	0
online	NFSC112	('F', '12:00pm', '12:50pm')	30	8	0
online	NFSC112	('F', '3:00pm', '3:50pm')	30	23	0
online	NFSC112	('W', '2:00pm', '2:50pm')	30	10	0
online	NFSC112	('W', '3:00pm', '3:50pm')	30	27	0
online	NFSC230	None	15	0	2
online	PERS298M	None	25	25	0
online	PERS398A	None	25	25	0
online	PERS398C	None	18	9	0
online	PHIL201	('F', '10:00am', '10:50am')	23	1	0
online	PHIL201	('F', '11:00am', '11:50am')	23	0	0
online	PHIL201	('F', '1:00pm', '1:50pm')	23	0	0
online	PHIL201	No listed time	24	1	0
online	PHIL308X	None	40	32	0
online	PHIL309B	None	30	0	5
online	PHIL362	None	30	5	0
online	PHIL412	None	25	0	7
online	PHIL490	None	15	14	0
online	PHIL848G	None	15	13	0
online	PHSC321	None	35	34	0
online	PHSC401	None	31	0	9
online	PHSC415	('W', '2:00pm', '2:50pm')	35	30	0
online	PHSC440	None	10	0	37
online	PHSC440	None	0	0	0
online	PHSC440	None	25	10	0
online	PHSC497	None	20	8	0
online	PHYS121	('Tu', '6:00pm', '6:50pm')	12	3	0
online	PHYS122	('W', '7:30pm', '8:20pm')	6	2	0
online	PHYS332	('M', '2:00pm', '5:00pm')	20	10	0
online	PHYS332	('W', '2:00pm', '5:00pm')	20	8	0
online	PHYS411	('F', '12:00pm', '12:50pm')	55	6	0
online	PHYS626	None	20	15	0
online	PHYS889E	None	25	20	0
online	PLCY688A	None	10	10	0
online	PLCY688F	('Tu', '6:30pm', '9:00pm')	10	7	0
online	PLCY689E	None	25	20	0
online	PLCY689Z	None	20	20	0
online	PLCY780	None	25	8	0
online	PLSC130	None	30	0	9
online	PLSC389	No listed time	20	9	0
online	PLSC489L	None	30	30	0
online	PLSC619	('M', '1:00pm', '1:50pm')	10	10	0
online	PSYC100	('F', '8:00am', '8:50am')	25	1	0
online	PSYC100	('F', '11:00am', '11:50am')	25	0	0
online	PSYC100	('F', '11:00am', '11:50am')	25	1	0
online	PSYC100	('F', '2:00pm', '2:50pm')	25	0	0
online	PSYC100	('F', '3:00pm', '3:50pm')	25	0	0
online	PSYC100	('F', '8:00am', '8:50am')	25	6	0
online	PSYC100	('F', '11:00am', '11:50am')	25	0	0
online	PSYC100	('F', '11:00am', '11:50am')	25	0	0
online	PSYC100	('F', '3:00pm', '3:50pm')	25	0	0
online	PSYC100	('F', '9:00am', '9:50am')	25	0	0
online	PSYC100	('F', '10:00am', '10:50am')	25	0	0
online	PSYC100	('F', '11:00am', '11:50am')	25	1	0
